form_name,field_name,page
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm dosing is complete (Operator to complete (switch user)),283
05c - Period 3 Parts 1 and 2 Final v1.0,What is the status of the subject?,283
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,284
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,284
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,284
05c - Period 3 Parts 1 and 2 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,284
05c - Period 3 Parts 1 and 2 Final v1.0,Degree of Sleepiness,284
05c - Period 3 Parts 1 and 2 Final v1.0,12 Lead Standard ECG,286
05c - Period 3 Parts 1 and 2 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",286
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Rhythm assessment and interpretation,286
05c - Period 3 Parts 1 and 2 Final v1.0,Was the ECG clinically significant? (Medic to assess),287
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Findings,287
05c - Period 3 Parts 1 and 2 Final v1.0,"ECG Findings, including rhythm assessment",287
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,287
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,287
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,287
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,288
05c - Period 3 Parts 1 and 2 Final v1.0,Has the volunteer been provided with water 2 hrs post-dose?,288
05c - Period 3 Parts 1 and 2 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,288
05c - Period 3 Parts 1 and 2 Final v1.0,Degree of Sleepiness,288
05c - Period 3 Parts 1 and 2 Final v1.0,Targeted Physical Examination:  Does the participant require a targeted physical examination?,289
05c - Period 3 Parts 1 and 2 Final v1.0,Targeted Physical Examination Findings: Any clinically significant abnormal,289
05c - Period 3 Parts 1 and 2 Final v1.0,"If yes, were there any clinically significant abnormal findings?",289
05c - Period 3 Parts 1 and 2 Final v1.0,Physical Examination Category,289
05c - Period 3 Parts 1 and 2 Final v1.0,Detailed findings of Physical Examination,290
05c - Period 3 Parts 1 and 2 Final v1.0,Targeted Neurological Examination:  Does the participant require a targeted neurological,291
05c - Period 3 Parts 1 and 2 Final v1.0,Targeted Neurological Examination: Any clinically significant abnormal,291
05c - Period 3 Parts 1 and 2 Final v1.0,"If yes, were there any clinically significant abnormal findings?",291
05c - Period 3 Parts 1 and 2 Final v1.0,Targeted Neurological Examination Category,291
05c - Period 3 Parts 1 and 2 Final v1.0,Detailed findings of Targeted Neurological Examination,292
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs,292
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),293
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,293
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),293
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,294
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,294
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,294
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,294
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),294
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,295
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,295
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,295
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,295
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm Lunch Provided,295
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,296
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,296
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,296
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs,296
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),297
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,297
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),297
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,298
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,298
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,298
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,299
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),299
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,299
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,299
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,299
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,299
05c - Period 3 Parts 1 and 2 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,300
05c - Period 3 Parts 1 and 2 Final v1.0,Degree of Sleepiness,300
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,300
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,300
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,301
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs,301
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),301
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,302
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),302
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,302
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,302
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,303
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,303
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),303
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,303
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,304
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,304
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,304
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm Dinner Provided,304
05c - Period 3 Parts 1 and 2 Final v1.0,12 Lead Standard ECG,304
05c - Period 3 Parts 1 and 2 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",304
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Rhythm assessment and interpretation,305
05c - Period 3 Parts 1 and 2 Final v1.0,Was the ECG clinically significant? (Medic to assess),305
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Findings,305
05c - Period 3 Parts 1 and 2 Final v1.0,"ECG Findings, including rhythm assessment",306
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,306
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs,306
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),307
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,307
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),307
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,308
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,308
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,308
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,308
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),308
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,309
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,309
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,309
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,309
05c - Period 3 Parts 1 and 2 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,309
05c - Period 3 Parts 1 and 2 Final v1.0,Degree of Sleepiness,310
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm Evening Snack Provided,310
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,310
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,310
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,311
05c - Period 3 Parts 1 and 2 Final v1.0,Record time of urine sample (Collect Urine Sample),311
05c - Period 3 Parts 1 and 2 Final v1.0,"What was the bilirubin result?  If any positive result, inform medic/PI. (Perform urinalysis and",311
05c - Period 3 Parts 1 and 2 Final v1.0,"What was the urobilinogen result?  If any positive result, inform medic/PI. (Perform urinalysis",312
05c - Period 3 Parts 1 and 2 Final v1.0,"What was the ketone result?  If any positive result, inform medic/PI. (Perform urinalysis and",312
05c - Period 3 Parts 1 and 2 Final v1.0,"What was the glucose result?  If any positive result, inform medic/PI. (Perform urinalysis and",312
05c - Period 3 Parts 1 and 2 Final v1.0,What was the protein result?,313
05c - Period 3 Parts 1 and 2 Final v1.0,"IF PROTEIN ≥ 30mg/dl:  Repeat urinalysis as soon as possible, ensuring a clean catch specimen. If protein remains ≥ 30mg/dl on repeat, then inform PI/medic. (Perform urinalysis and read results)",313
05c - Period 3 Parts 1 and 2 Final v1.0,What was the blood result? (Perform urinalysis and read results),313
05c - Period 3 Parts 1 and 2 Final v1.0,What was the nitrite result? (Perform urinalysis and read results),314
05c - Period 3 Parts 1 and 2 Final v1.0,Record pH value (Perform urinalysis and read results),314
05c - Period 3 Parts 1 and 2 Final v1.0,Record specific gravity of sample (Perform urinalysis and read results),315
05c - Period 3 Parts 1 and 2 Final v1.0,What was the leukocyte result? (Perform urinalysis and read results),316
05c - Period 3 Parts 1 and 2 Final v1.0,"Is participant female and menstruating? (If 'Yes', DO NOT send sample for Microscopy. If 'No',",316
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm sample sent for microscopy (Complete associated paperwork),316
05c - Period 3 Parts 1 and 2 Final v1.0,Has urinalysis been repeated as soon as possible with a clean catch specimen?,317
05c - Period 3 Parts 1 and 2 Final v1.0,Ensure events are repeated to capture this data.,317
05c - Period 3 Parts 1 and 2 Final v1.0,Urinalysis Microscopy Sample (20 mL Sterilin screw cap),317
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,317
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm TDL form completed:,317
05c - Period 3 Parts 1 and 2 Final v1.0,Has there been a medic review of the Microscopy results?,317
05c - Period 3 Parts 1 and 2 Final v1.0,Urine Pregnancy test (N/A if male),317
05c - Period 3 Parts 1 and 2 Final v1.0,Positive result for Urine Pregnancy (Medic to exclude subject),318
05c - Period 3 Parts 1 and 2 Final v1.0,12 Lead Standard ECG,318
05c - Period 3 Parts 1 and 2 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",318
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Rhythm assessment and interpretation,319
05c - Period 3 Parts 1 and 2 Final v1.0,Was the ECG clinically significant? (Medic to assess),319
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Findings,319
05c - Period 3 Parts 1 and 2 Final v1.0,"ECG Findings, including rhythm assessment",319
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,320
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs,320
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),320
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,321
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),321
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,321
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,321
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,322
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,322
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),322
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,322
05c - Period 3 Parts 1 and 2 Final v1.0,Has the participant fasted for 8 hours?,322
05c - Period 3 Parts 1 and 2 Final v1.0,Haematology – Mix tube gently by inverting 8–10 times (2 mL K3EDTA),323
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,323
05c - Period 3 Parts 1 and 2 Final v1.0,Has there been a medic review of the Haematology blood results?,323
05c - Period 3 Parts 1 and 2 Final v1.0,Chemistry – Mix tube gently by inverting 5–6 times (5 mL SST),323
05c - Period 3 Parts 1 and 2 Final v1.0,Has there been a medic review of the Clinical Chemistry blood results?,323
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm TDL form completed:,324
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,324
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,324
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,324
05c - Period 3 Parts 1 and 2 Final v1.0,Stanford Sleepiness Scale Questionnaire - Date and Time (Transcribe from paper source,324
05c - Period 3 Parts 1 and 2 Final v1.0,Degree of Sleepiness,324
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,325
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,325
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,325
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,326
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs,326
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),326
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,327
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),327
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,327
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,327
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,328
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,328
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),328
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,328
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,329
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,329
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,329
05c - Period 3 Parts 1 and 2 Final v1.0,Record time of urine sample (Collect Urine Sample),329
05c - Period 3 Parts 1 and 2 Final v1.0,"What was the bilirubin result?  If any positive result, inform medic/PI. (Perform urinalysis and",329
05c - Period 3 Parts 1 and 2 Final v1.0,"What was the urobilinogen result?  If any positive result, inform medic/PI. (Perform urinalysis",329
05c - Period 3 Parts 1 and 2 Final v1.0,"What was the ketone result?  If any positive result, inform medic/PI. (Perform urinalysis and",330
05c - Period 3 Parts 1 and 2 Final v1.0,"What was the glucose result?  If any positive result, inform medic/PI. (Perform urinalysis and",330
05c - Period 3 Parts 1 and 2 Final v1.0,What was the protein result?,331
05c - Period 3 Parts 1 and 2 Final v1.0,"IF PROTEIN ≥ 30mg/dl:  Repeat urinalysis as soon as possible, ensuring a clean catch specimen. If protein remains ≥ 30mg/dl on repeat, then inform PI/medic. (Perform urinalysis and read results)",331
05c - Period 3 Parts 1 and 2 Final v1.0,What was the blood result? (Perform urinalysis and read results),331
05c - Period 3 Parts 1 and 2 Final v1.0,What was the nitrite result? (Perform urinalysis and read results),332
05c - Period 3 Parts 1 and 2 Final v1.0,Record pH value (Perform urinalysis and read results),333
05c - Period 3 Parts 1 and 2 Final v1.0,Record specific gravity of sample (Perform urinalysis and read results),333
05c - Period 3 Parts 1 and 2 Final v1.0,What was the leukocyte result? (Perform urinalysis and read results),334
05c - Period 3 Parts 1 and 2 Final v1.0,"Is participant female and menstruating? (If 'Yes', DO NOT send sample for Microscopy. If 'No',",334
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm sample sent for microscopy (Complete associated paperwork),334
05c - Period 3 Parts 1 and 2 Final v1.0,Has urinalysis been repeated as soon as possible with a clean catch specimen?,335
05c - Period 3 Parts 1 and 2 Final v1.0,Ensure events are repeated to capture this data.,335
05c - Period 3 Parts 1 and 2 Final v1.0,Urinalysis Microscopy Sample (20 mL Sterilin screw cap),335
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,335
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm TDL form completed:,335
05c - Period 3 Parts 1 and 2 Final v1.0,Has there been a medic review of the Microscopy results?,335
05c - Period 3 Parts 1 and 2 Final v1.0,12 Lead Standard ECG,336
05c - Period 3 Parts 1 and 2 Final v1.0,"Exclude if - QT interval corrected for heart rate using Fridericia’s formula (QTcF) >450 msec for male participants or >470 msec for female participants, QRS interval >120 msec, or PR interval >200 msec.  (Supine for a minimum 3 minutes)",336
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Rhythm assessment and interpretation,336
05c - Period 3 Parts 1 and 2 Final v1.0,Was the ECG clinically significant? (Medic to assess),336
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Findings,337
05c - Period 3 Parts 1 and 2 Final v1.0,"ECG Findings, including rhythm assessment",337
05c - Period 3 Parts 1 and 2 Final v1.0,ECG Difference Calculation - a participant will be withdrawn where there is an increase in QTcF,337
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs,337
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Vital Signs (Medic or Nurse to assess vital signs),338
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,338
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Standing BP and HR (Standing for at least 3 minutes),339
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in SYSTOLIC BP from supine to standing?,339
05c - Period 3 Parts 1 and 2 Final v1.0,Is there a drop in DIASTOLIC BP from supine to standing?,339
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for SYSTOLIC Drop,339
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Signs Difference for DIASTOLIC Drop,340
05c - Period 3 Parts 1 and 2 Final v1.0,Clinical Assessment of Standing Vital Signs (Medic or Nurse to assess vital signs),340
05c - Period 3 Parts 1 and 2 Final v1.0,Vital Sign Findings,340
05c - Period 3 Parts 1 and 2 Final v1.0,Has the participant fasted for 8 hours?,340
05c - Period 3 Parts 1 and 2 Final v1.0,Haematology – Mix tube gently by inverting 8–10 times (2 mL K3EDTA),341
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,341
05c - Period 3 Parts 1 and 2 Final v1.0,Has there been a medic review of the Haematology blood results?,341
05c - Period 3 Parts 1 and 2 Final v1.0,Chemistry – Mix tube gently by inverting 5–6 times (5 mL SST),341
05c - Period 3 Parts 1 and 2 Final v1.0,Has there been a medic review of the Clinical Chemistry blood results?,341
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm TDL form completed:,342
05c - Period 3 Parts 1 and 2 Final v1.0,PK Sample for Bioanalysis - Gently invert tube 8-10 times immediately after collection and,342
05c - Period 3 Parts 1 and 2 Final v1.0,Barcode:,342
05c - Period 3 Parts 1 and 2 Final v1.0,Confirm an AE and Conmed check has been performed (Record any AE and Conmeds if,342
05c - Period 3 Parts 1 and 2 Final v1.0,C-SSRS Questionnaire - Date and Time (Transcribe from C-SSRS paper source workbook),342
05c - Period 3 Parts 1 and 2 Final v1.0,1. Wish to be dead,343
05c - Period 3 Parts 1 and 2 Final v1.0,"Subject endorses thoughts about a wish to be dead or not alive anymore, or a wish to fall asleep and not wake up.",343
05c - Period 3 Parts 1 and 2 Final v1.0,2. Non-specific Active Suicidal Thoughts,343
05c - Period 3 Parts 1 and 2 Final v1.0,"General non-specific thoughts of wanting to end one's life / commit suicide (e.g. ""I've thought about killing myself"") without thoughts of ways to kill oneself / associated methods, intent, or plan during the assessment period.",343
05c - Period 3 Parts 1 and 2 Final v1.0,3. Active Suicidal Ideation with Any Methods (Not Plan) Without Intent to Act,344
05c - Period 3 Parts 1 and 2 Final v1.0,"Subject endorses thoughts of suicide and has thought of at least one method during the assessment period. This is different from a specific plan with time, place or method details worked out (e.g. thought of method to kill self but not a specific plan). Includes person who would say, ""I thought about taking an overdose but I never made a specific plan as to when, where or how I would actually do it… and I would never go through with it"".",344
05c - Period 3 Parts 1 and 2 Final v1.0,"4. Active Suicidal Ideation with Some Intent to Act, without Specific Plan",344
05c - Period 3 Parts 1 and 2 Final v1.0,"Active suicidal thoughts of killing oneself and subject reports having some intent to act on such thoughts, as opposed to ""I have the thoughts but I definitely will not do anything about them"".",344
05c - Period 3 Parts 1 and 2 Final v1.0,5. Active Suicidal Ideation with Specific Plan and Intent,345
05c - Period 3 Parts 1 and 2 Final v1.0,Thoughts of killing oneself with details of plan fully or partially worked out and subject has some intent to carry it out.,345
05c - Period 3 Parts 1 and 2 Final v1.0,Most Severe Ideation,345
05c - Period 3 Parts 1 and 2 Final v1.0,"The following feature should be rated with respect to the most severe type of ideation (i.e. 1-5 from above, with 1 being the least severe and 5 being the most severe). Ask about time he/she was feeling the most suicidal.",345
05c - Period 3 Parts 1 and 2 Final v1.0,Frequency,346
05c - Period 3 Parts 1 and 2 Final v1.0,Duration,346
05c - Period 3 Parts 1 and 2 Final v1.0,Controllability,346
05c - Period 3 Parts 1 and 2 Final v1.0,Deterrents,347
05c - Period 3 Parts 1 and 2 Final v1.0,Reasons for Ideation,348
05c - Period 3 Parts 1 and 2 Final v1.0,Or both?),348
05c - Period 3 Parts 1 and 2 Final v1.0,Actual Attempt (Since Last Visit),349
05c - Period 3 Parts 1 and 2 Final v1.0,"A potentially self-injurious act committed with at least some wish to die, as a result of act. Behaviour was in part thought of as method to kill oneself. Intent does not have to be 100%. If there is any intent/desire to die associated with the act, then it can be considered an actual suicide attempt. There does not have to be any injury or harm, just the potential for injury or harm. If person pulls trigger while gun is in mouth but gun is broken so no injury results, this is considered an attempt. Inferring Intent: Even if an individual denies intent/wish to die, it may be inferred clinically from the behaviour or circumstances. For example, a highly lethal act that is clearly not an accident so no other intent but suicide can be inferred (e.g. gunshot to head, jumping from window of a high floor/storey). Also, if someone denies intent to die, but they thought that what they did could be lethal, intent maybe inferred.",349
05c - Period 3 Parts 1 and 2 Final v1.0,Have you done anything to harm yourself?,349
05c - Period 3 Parts 1 and 2 Final v1.0,"Have you done anything dangerous where you could have died?  (What did you do?  Did you ___ as a way to end your life?  Did you want to die (even a little) when you___?  Were you trying to end your life when you___?  Or did you think it was possible you could have died from___?) Or did you do it purely for other reasons / without ANY intention of killing yourself (like to relieve stress, feel better, get sympathy, or get something else to happen)? (Self-Injurious Behaviour without suicidal intent))",349
05c - Period 3 Parts 1 and 2 Final v1.0,Total Number of Attempts,349
05c - Period 3 Parts 1 and 2 Final v1.0,Has subject engaged in Non-Suicidal Self-Injurious Behaviour (Since Last Visit),350
05c - Period 3 Parts 1 and 2 Final v1.0,Interrupted Attempt (Since Last Visit),350
05c - Period 3 Parts 1 and 2 Final v1.0,"When the person is interrupted (by an outside circumstance) from starting the potentially self- injurious act (if not for that, actual attempt would have occurred). Overdose: Person has pills in hand but is stopped from ingesting. Once they ingest any pills, this becomes an attempt rather than an interrupted attempt. Shooting: Person has gun pointed towards self, gun is taken away by someone else, or he/she is somehow prevented from pulling trigger. Once they pull the trigger, even if the gun fails to fire, it is an attempt. Jumping: Person is poised to jump, is grabbed and taken down from ledge. Hanging: Person has noose around neck but has not yet started to hang - is stopped from doing so.",350
05c - Period 3 Parts 1 and 2 Final v1.0,Total Number of Interrupted,350
05c - Period 3 Parts 1 and 2 Final v1.0,Aborted Attempt (Since Last Visit),351
05c - Period 3 Parts 1 and 2 Final v1.0,"When person begins to take steps towards making a suicide attempt, but stops themselves before they actually have engaged in any self-destructive behaviour. Examples are similar to interrupted attempts, except that the individual stops him/herself instead of being stopped by something else.",351
05c - Period 3 Parts 1 and 2 Final v1.0,Total Number of Aborted,351
05c - Period 3 Parts 1 and 2 Final v1.0,"Acts or preparation towards imminently making a suicide attempt. This can include anything beyond a verbalisation or thought, such as assembling a specific method (e.g. buying pills, purchasing a gun) or preparing for one's death by suicide (e.g. giving things away, writing a suicide note).",351
05c - Period 3 Parts 1 and 2 Final v1.0,Preparatory Acts or Behaviour (Since Last Visit),352
05c - Period 3 Parts 1 and 2 Final v1.0,"Acts or preparation towards imminently making a suicide attempt. This can include anything beyond a verbalisation or thought, such as assembling a specific method (e.g. buying pills, purchasing a gun) or preparing for one's death by suicide (e.g. giving things away, writing a suicide note).",352
05c - Period 3 Parts 1 and 2 Final v1.0,Suicidal Behaviour (Since Last Visit),352
05c - Period 3 Parts 1 and 2 Final v1.0,Suicidal behaviour was present during the assessment period?,352
05c - Period 3 Parts 1 and 2 Final v1.0,Suicide (Since Last Visit),352
